14:11:28;57.75
14:12:23;36.81
14:13:18;33.56
14:14:13;31.62
14:15:08;30.75
14:16:02;31.50
12:20:27;28.81
14:17:57;31.50
14:18:52;32.12
14:19:47;32.75
14:20:42;33.31
14:21:37;33.69
14:22:32;33.94
14:23:27;34.12
14:24:22;34.38
14:25:17;34.25
14:26:12;34.12
14:27:07;33.94
14:28:01;33.75
14:28:57;33.56
14:30:03;33.38
14:30:58;35.06
14:31:53;34.25
14:32:48;33.75
14:33:43;33.38
14:34:38;33.12
14:35:33;33.00
14:36:28;32.88
14:37:23;32.75
14:38:18;32.69
14:39:13;32.62
14:40:08;32.56
14:41:03;32.50
12:46:01;28.81
14:44:06;33.75
14:45:01;33.25
14:45:56;33.00
14:46:51;32.75
14:47:46;32.56
14:48:41;32.38
14:49:35;32.31
14:50:30;32.25
14:51:25;32.12
14:52:20;32.12
14:53:15;32.06
14:54:10;32.00
14:55:04;32.00
14:55:59;31.94
14:56:54;31.94
14:57:48;31.94
14:58:43;31.88
14:59:38;31.81
15:00:33;31.75
13:04:39;28.00
15:02:28;31.75
15:03:23;31.69
15:04:18;31.62
15:05:13;31.62
15:06:08;31.62
15:07:03;31.62
15:07:58;31.62
15:08:53;31.56
15:09:48;31.50
15:10:43;31.50
15:11:38;31.50
15:12:33;31.50
15:13:28;31.50
15:14:23;31.50
15:15:17;31.50
15:16:12;31.50
15:17:07;31.50
15:18:01;31.50
13:21:51;27.69
15:19:56;31.62
15:20:51;31.62
15:21:46;31.62
15:22:41;31.62
15:23:36;31.62
15:24:31;31.62
15:25:26;31.62
13:29:03;28.19
15:27:19;31.62
15:28:14;31.62
13:31:46;28.19
13:32:40;28.19
15:31:09;31.62
13:34:28;28.19
15:33:03;31.62
15:33:58;31.75
13:37:10;28.44
13:38:04;28.25
15:36:52;31.75
15:37:48;31.75
15:38:42;31.75
15:39:37;31.75
15:40:32;31.75
15:41:27;31.75
15:43:22;31.75
15:44:17;31.75
15:45:12;31.75
15:46:07;31.75
15:47:02;31.75
15:47:57;31.75
15:48:52;31.75
15:49:47;31.75
15:50:42;31.75
15:51:37;31.75
15:52:32;31.75
15:54:26;31.75
15:55:21;31.81
15:56:16;31.81
16:02:08;31.88
16:07:00;31.88
16:07:55;31.88
16:16:47;31.88
16:17:42;31.88
16:19:36;31.81
16:20:32;31.81
16:21:27;31.81
16:24:21;31.75
16:26:15;31.75
16:27:10;31.75
16:28:05;31.75
16:29:00;31.75
16:29:55;31.75
16:30:50;31.75
16:31:45;31.75
16:32:40;31.75
16:33:35;31.75
16:34:30;31.75
16:35:25;31.75
16:37:20;31.75
16:38:15;31.75
16:39:10;31.75
16:40:05;31.75
16:41:00;31.75
16:41:54;31.75
16:42:50;31.75
16:43:44;31.75
16:44:39;31.81
16:46:34;31.88
16:47:29;31.88
16:48:24;31.88
16:49:19;31.88
16:50:14;31.88
16:51:09;31.88
16:52:04;31.94
16:52:59;31.94
16:53:54;31.88
16:54:49;31.94
16:55:44;31.94
16:56:38;31.94
16:57:33;31.94
16:58:28;32.00
16:59:23;32.00
17:00:18;31.81
17:02:11;31.50
17:03:06;31.38
17:04:01;31.25
17:04:56;31.12
17:05:51;31.00
17:06:46;30.88
17:07:40;30.75
17:08:35;30.75
17:09:30;30.62
17:10:25;30.62
17:13:19;30.44
17:14:14;30.38
17:16:08;30.31
17:17:03;30.25
17:17:58;30.25
17:18:53;30.19
17:19:48;30.12
17:20:43;30.12
17:21:38;30.12
17:22:33;30.06
17:23:28;30.06
17:24:22;30.00
17:25:17;30.00
17:27:12;29.94
17:28:07;30.00
17:29:02;29.94
17:29:57;29.94
17:30:52;29.88
17:31:47;29.88
17:32:42;29.88
17:33:37;29.88
17:34:32;29.88
17:35:27;29.88
17:36:22;29.88
17:37:17;29.81
17:38:12;29.81
17:39:07;29.81
17:40:02;29.81
17:40:57;29.75
17:41:52;29.75
17:42:47;29.75
17:45:40;29.75
17:46:35;29.75
17:47:30;29.75
17:48:25;29.75
17:49:20;29.75
17:50:15;29.75
17:51:10;29.75
17:52:05;29.75
17:53:00;29.75
17:53:55;29.75
17:54:50;29.75
17:55:45;29.75
17:56:40;29.75
17:57:35;29.75
17:58:31;29.75
17:59:26;29.75
18:00:20;29.75
18:01:16;29.69
18:02:11;29.69
18:03:06;29.69
18:04:01;29.69
18:04:56;29.69
18:05:51;29.69
18:06:46;29.69
18:07:41;29.69
18:08:35;29.69
18:09:30;29.69
18:11:25;29.62
18:12:20;29.62
18:13:15;29.62
18:14:10;29.62
18:15:05;29.62
18:16:00;29.62
18:16:55;29.62
18:17:50;29.62
18:18:45;29.62
18:19:40;29.62
18:20:35;29.62
18:21:29;29.62
18:22:25;29.62
18:23:20;29.62
18:24:14;29.62
18:25:10;29.62
18:26:04;29.62
18:26:59;29.62
18:27:54;29.62
18:28:49;29.62
18:29:44;29.62
18:30:39;29.62
18:31:34;29.62
18:32:29;29.62
18:34:24;29.62
18:35:19;29.62
18:36:14;29.62
18:37:09;29.62
18:38:04;29.62
18:38:59;29.56
18:39:54;29.56
18:40:49;29.56
18:41:44;29.62
18:42:39;29.62
18:43:34;29.62
18:44:29;29.62
18:45:24;29.56
18:46:19;29.56
18:47:14;29.56
18:48:08;29.56
18:49:04;29.56
18:49:58;29.56
18:50:53;29.56
18:51:47;29.56
19:14:18;42.06
19:15:13;38.56
19:16:08;36.56
19:17:03;35.19
19:17:58;34.31
19:19:52;33.06
19:20:47;32.62
19:21:42;32.25
19:24:36;31.44
19:25:31;31.25
19:26:26;31.12
19:28:21;30.81
19:29:16;30.69
19:30:11;30.62
19:31:06;30.50
19:32:01;30.44
19:32:56;30.38
19:34:50;30.25
19:35:45;30.12
19:36:40;30.12
19:37:35;30.12
19:38:30;30.06
19:39:25;30.06
19:40:20;30.00
19:41:15;29.94
19:42:10;29.94
19:43:05;29.88
19:44:00;29.88
19:44:55;29.88
19:46:50;29.81
19:47:45;29.81
19:48:39;29.81
19:50:33;29.81
19:51:28;29.75
19:52:23;29.75
19:54:18;29.75
19:55:13;29.75
19:56:08;29.69
19:57:03;29.69
19:57:58;29.69
19:58:53;29.69
19:59:48;29.69
20:00:43;29.69
20:01:38;29.62
20:02:33;29.62
20:04:27;29.62
20:05:22;29.62
20:06:17;29.62
20:07:12;29.62
20:08:07;29.62
20:09:02;29.62
20:09:57;29.62
20:11:52;29.62
20:12:47;29.62
20:13:42;29.62
20:14:37;29.62
20:15:32;29.56
20:16:27;29.56
20:17:22;29.56
20:18:16;29.56
20:19:11;29.56
20:20:06;29.56
20:21:01;29.56
20:21:56;29.56
20:22:51;29.56
20:23:46;29.56
20:24:40;29.56
20:25:35;29.56
20:26:30;29.50
20:27:25;29.50
20:28:20;29.50
20:29:15;29.50
20:30:10;29.56
20:31:05;29.50
20:32:59;29.50
20:33:54;29.50
20:34:48;29.50
20:35:43;29.50
